county_fips,state_abbr,county_name,year,total_population
5067,AR,Jackson County,2020,16759
5067,AR,Jackson County,2021,16771
5067,AR,Jackson County,2022,16607
5067,AR,Jackson County,2023,16749
5067,AR,Jackson County,2024,16673
5069,AR,Jefferson County,2020,66835
5069,AR,Jefferson County,2021,65624
5069,AR,Jefferson County,2022,64341
5069,AR,Jefferson County,2023,63539
5069,AR,Jefferson County,2024,63672
5071,AR,Johnson County,2020,25727
5071,AR,Johnson County,2021,25959
5071,AR,Johnson County,2022,25997
5071,AR,Johnson County,2023,26161
5071,AR,Johnson County,2024,26172
5073,AR,Lafayette County,2020,6295
5073,AR,Lafayette County,2021,6154
5073,AR,Lafayette County,2022,6136
5073,AR,Lafayette County,2023,6082
5073,AR,Lafayette County,2024,6015
5075,AR,Lawrence County,2020,16216
5075,AR,Lawrence County,2021,16296
5075,AR,Lawrence County,2022,16146
5075,AR,Lawrence County,2023,16225
5075,AR,Lawrence County,2024,16305
5077,AR,Lee County,2020,8530
5077,AR,Lee County,2021,8565
5077,AR,Lee County,2022,8373
5077,AR,Lee County,2023,8221
5077,AR,Lee County,2024,8104
5079,AR,Lincoln County,2020,12890
5079,AR,Lincoln County,2021,13177
5079,AR,Lincoln County,2022,12914
5079,AR,Lincoln County,2023,12900
5079,AR,Lincoln County,2024,12868
5081,AR,Little River County,2020,11971
5081,AR,Little River County,2021,11929
5081,AR,Little River County,2022,11811
5081,AR,Little River County,2023,11766
5081,AR,Little River County,2024,11626
5083,AR,Logan County,2020,21109
5083,AR,Logan County,2021,21217
5083,AR,Logan County,2022,21242
5083,AR,Logan County,2023,21360
5083,AR,Logan County,2024,21457
5085,AR,Lonoke County,2020,74072
5085,AR,Lonoke County,2021,74755
5085,AR,Lonoke County,2022,75219
5085,AR,Lonoke County,2023,75924
5085,AR,Lonoke County,2024,76389
5087,AR,Madison County,2020,16560
5087,AR,Madison County,2021,16961
5087,AR,Madison County,2022,17493
5087,AR,Madison County,2023,17767
5087,AR,Madison County,2024,17865
5089,AR,Marion County,2020,16867
5089,AR,Marion County,2021,16957
5089,AR,Marion County,2022,17236
5089,AR,Marion County,2023,17485
5089,AR,Marion County,2024,17593
5091,AR,Miller County,2020,42586
5091,AR,Miller County,2021,42468
5091,AR,Miller County,2022,42484
5091,AR,Miller County,2023,42302
5091,AR,Miller County,2024,41958
5093,AR,Mississippi County,2020,40545
5093,AR,Mississippi County,2021,39525
5093,AR,Mississippi County,2022,38829
5093,AR,Mississippi County,2023,38635
5093,AR,Mississippi County,2024,38095
5095,AR,Monroe County,2020,6771
5095,AR,Monroe County,2021,6644
5095,AR,Monroe County,2022,6574
5095,AR,Monroe County,2023,6540
5095,AR,Monroe County,2024,6415
5097,AR,Montgomery County,2020,8484
5097,AR,Montgomery County,2021,8636
5097,AR,Montgomery County,2022,8531
5097,AR,Montgomery County,2023,8605
5097,AR,Montgomery County,2024,8510
5099,AR,Nevada County,2020,8287
5099,AR,Nevada County,2021,8187
5099,AR,Nevada County,2022,8191
5099,AR,Nevada County,2023,8126
5099,AR,Nevada County,2024,8004
5101,AR,Newton County,2020,7196
5101,AR,Newton County,2021,7167
5101,AR,Newton County,2022,7093
5101,AR,Newton County,2023,7079
5101,AR,Newton County,2024,7026
5103,AR,Ouachita County,2020,22617
5103,AR,Ouachita County,2021,22319
5103,AR,Ouachita County,2022,22010
5103,AR,Ouachita County,2023,21793
5103,AR,Ouachita County,2024,21684
5105,AR,Perry County,2020,10003
5105,AR,Perry County,2021,9991
5105,AR,Perry County,2022,10073
5105,AR,Perry County,2023,10188
5105,AR,Perry County,2024,10251
5107,AR,Phillips County,2020,16441
5107,AR,Phillips County,2021,15813
5107,AR,Phillips County,2022,15344
5107,AR,Phillips County,2023,14991
5107,AR,Phillips County,2024,14661
5109,AR,Pike County,2020,10156
5109,AR,Pike County,2021,10103
5109,AR,Pike County,2022,10123
5109,AR,Pike County,2023,10164
5109,AR,Pike County,2024,10027
5111,AR,Poinsett County,2020,22955
5111,AR,Poinsett County,2021,22651
5111,AR,Poinsett County,2022,22434
5111,AR,Poinsett County,2023,22373
5111,AR,Poinsett County,2024,22300
5113,AR,Polk County,2020,19186
5113,AR,Polk County,2021,19326
5113,AR,Polk County,2022,19368
5113,AR,Polk County,2023,19490
5113,AR,Polk County,2024,19434
5115,AR,Pope County,2020,63407
5115,AR,Pope County,2021,63733
5115,AR,Pope County,2022,64023
5115,AR,Pope County,2023,64663
5115,AR,Pope County,2024,64829
5117,AR,Prairie County,2020,8247
5117,AR,Prairie County,2021,8086
5117,AR,Prairie County,2022,8038
5117,AR,Prairie County,2023,8012
5117,AR,Prairie County,2024,7935
5119,AR,Pulaski County,2020,399286
5119,AR,Pulaski County,2021,398005
5119,AR,Pulaski County,2022,399886
5119,AR,Pulaski County,2023,400704
5119,AR,Pulaski County,2024,401209
5121,AR,Randolph County,2020,18595
5121,AR,Randolph County,2021,18798
5121,AR,Randolph County,2022,18842
5121,AR,Randolph County,2023,18913
5121,AR,Randolph County,2024,19040
5123,AR,St. Francis County,2020,23019
5123,AR,St. Francis County,2021,22707
5123,AR,St. Francis County,2022,22387
5123,AR,St. Francis County,2023,22066
5123,AR,St. Francis County,2024,21822
5125,AR,Saline County,2020,123820
5125,AR,Saline County,2021,125338
5125,AR,Saline County,2022,127419
5125,AR,Saline County,2023,129566
5125,AR,Saline County,2024,131252
5127,AR,Scott County,2020,9829
5127,AR,Scott County,2021,9789
5127,AR,Scott County,2022,9787
5127,AR,Scott County,2023,9836
5127,AR,Scott County,2024,9837
5129,AR,Searcy County,2020,7844
5129,AR,Searcy County,2021,7894
5129,AR,Searcy County,2022,7905
5129,AR,Searcy County,2023,7818
5129,AR,Searcy County,2024,7836
5131,AR,Sebastian County,2020,127813
5131,AR,Sebastian County,2021,128223
5131,AR,Sebastian County,2022,129226
5131,AR,Sebastian County,2023,129203
5131,AR,Sebastian County,2024,130035
5133,AR,Sevier County,2020,15782
5133,AR,Sevier County,2021,15709
5133,AR,Sevier County,2022,15681
5133,AR,Sevier County,2023,15654
5133,AR,Sevier County,2024,15735
5135,AR,Sharp County,2020,17315
5135,AR,Sharp County,2021,17678
5135,AR,Sharp County,2022,17790
5135,AR,Sharp County,2023,17954
5135,AR,Sharp County,2024,18130
5137,AR,Stone County,2020,12347
5137,AR,Stone County,2021,12442
5137,AR,Stone County,2022,12591
5137,AR,Stone County,2023,12677
5137,AR,Stone County,2024,12785
5139,AR,Union County,2020,38940
5139,AR,Union County,2021,38285
5139,AR,Union County,2022,37858
5139,AR,Union County,2023,37409
5139,AR,Union County,2024,37008
5141,AR,Van Buren County,2020,15797
5141,AR,Van Buren County,2021,15774
5141,AR,Van Buren County,2022,16114
5141,AR,Van Buren County,2023,16152
5141,AR,Van Buren County,2024,16152
5143,AR,Washington County,2020,246779
5143,AR,Washington County,2021,251664
5143,AR,Washington County,2022,257316
5143,AR,Washington County,2023,261880
5143,AR,Washington County,2024,266184
5145,AR,White County,2020,76863
5145,AR,White County,2021,77069
5145,AR,White County,2022,77645
5145,AR,White County,2023,78523
5145,AR,White County,2024,79091
5147,AR,Woodruff County,2020,6221
5147,AR,Woodruff County,2021,6124
5147,AR,Woodruff County,2022,6038
5147,AR,Woodruff County,2023,5939
5147,AR,Woodruff County,2024,5808
5149,AR,Yell County,2020,20217
5149,AR,Yell County,2021,20135
5149,AR,Yell County,2022,20121
5149,AR,Yell County,2023,20063
5149,AR,Yell County,2024,20134
6001,CA,Alameda County,2020,1316181
6001,CA,Alameda County,2021,1316181
6001,CA,Alameda County,2022,1316181
6001,CA,Alameda County,2023,1316181
6001,CA,Alameda County,2024,1316181
6003,CA,Alpine County,2020,1179
6003,CA,Alpine County,2021,1203
6003,CA,Alpine County,2022,1169
6003,CA,Alpine County,2023,1126
6003,CA,Alpine County,2024,1099
6005,CA,Amador County,2020,40584
6005,CA,Amador County,2021,41245
6005,CA,Amador County,2022,41486
6005,CA,Amador County,2023,41798
6005,CA,Amador County,2024,42026
6007,CA,Butte County,2020,210222
6007,CA,Butte County,2021,206351
6007,CA,Butte County,2022,207384
6007,CA,Butte County,2023,207354
6007,CA,Butte County,2024,208334
6009,CA,Calaveras County,2020,45350
6009,CA,Calaveras County,2021,46262
6009,CA,Calaveras County,2022,46544
6009,CA,Calaveras County,2023,46580
6009,CA,Calaveras County,2024,46505
6011,CA,Colusa County,2020,21868
6011,CA,Colusa County,2021,21931
6011,CA,Colusa County,2022,21952
6011,CA,Colusa County,2023,22093
6011,CA,Colusa County,2024,22074
6013,CA,Contra Costa County,2020,1166165
6013,CA,Contra Costa County,2021,1163813
6013,CA,Contra Costa County,2022,1160296
6013,CA,Contra Costa County,2023,1162179
6013,CA,Contra Costa County,2024,1172607
6015,CA,Del Norte County,2020,27616
6015,CA,Del Norte County,2021,27581
6015,CA,Del Norte County,2022,26758
6015,CA,Del Norte County,2023,26571
6015,CA,Del Norte County,2024,27009
6017,CA,El Dorado County,2020,191250
6017,CA,El Dorado County,2021,193724
6017,CA,El Dorado County,2022,193071
6017,CA,El Dorado County,2023,192440
6017,CA,El Dorado County,2024,192823
6019,CA,Fresno County,2020,1009613
6019,CA,Fresno County,2021,1012879
6019,CA,Fresno County,2022,1017107
6019,CA,Fresno County,2023,1019899
6019,CA,Fresno County,2024,1024125
6021,CA,Glenn County,2020,28889
6021,CA,Glenn County,2021,28714
6021,CA,Glenn County,2022,28371
6021,CA,Glenn County,2023,28190
6021,CA,Glenn County,2024,28304
6023,CA,Humboldt County,2020,136324
6023,CA,Humboldt County,2021,134978
6023,CA,Humboldt County,2022,135013
6023,CA,Humboldt County,2023,134009
6023,CA,Humboldt County,2024,132380
6025,CA,Imperial County,2020,179730
6025,CA,Imperial County,2021,179206
6025,CA,Imperial County,2022,179767
6025,CA,Imperial County,2023,180585
6025,CA,Imperial County,2024,181724
6027,CA,Inyo County,2020,18999
6027,CA,Inyo County,2021,18920
6027,CA,Inyo County,2022,18745
6027,CA,Inyo County,2023,18548
6027,CA,Inyo County,2024,18485
6029,CA,Kern County,2020,906124
6029,CA,Kern County,2021,912782
6029,CA,Kern County,2022,917293
6029,CA,Kern County,2023,916646
6029,CA,Kern County,2024,922529
6031,CA,Kings County,2020,152797
6031,CA,Kings County,2021,152724
6031,CA,Kings County,2022,152776
6031,CA,Kings County,2023,153281
6031,CA,Kings County,2024,154913
6033,CA,Lake County,2020,68200
6033,CA,Lake County,2021,68623
6033,CA,Lake County,2022,68239
6033,CA,Lake County,2023,67934
6033,CA,Lake County,2024,67764
6035,CA,Lassen County,2020,32319
6035,CA,Lassen County,2021,31884
6035,CA,Lassen County,2022,30401
6035,CA,Lassen County,2023,28881
6035,CA,Lassen County,2024,28340
6037,CA,Los Angeles County,2020,1316181
6037,CA,Los Angeles County,2021,1316181
6037,CA,Los Angeles County,2022,1316181
6037,CA,Los Angeles County,2023,1316181
6037,CA,Los Angeles County,2024,1316181
6039,CA,Madera County,2020,156434
6039,CA,Madera County,2021,159019
6039,CA,Madera County,2022,160414
6039,CA,Madera County,2023,163402
6039,CA,Madera County,2024,165432
6041,CA,Marin County,2020,261341
6041,CA,Marin County,2021,259254
6041,CA,Marin County,2022,257143
6041,CA,Marin County,2023,255706
6041,CA,Marin County,2024,256400
6043,CA,Mariposa County,2020,17133
6043,CA,Mariposa County,2021,17136
6043,CA,Mariposa County,2022,17095
6043,CA,Mariposa County,2023,16996
6043,CA,Mariposa County,2024,17048
6045,CA,Mendocino County,2020,91362
6045,CA,Mendocino County,2021,91303
6045,CA,Mendocino County,2022,90027
6045,CA,Mendocino County,2023,89354
6045,CA,Mendocino County,2024,89175
6047,CA,Merced County,2020,282963
6047,CA,Merced County,2021,284834
6047,CA,Merced County,2022,292034
6047,CA,Merced County,2023,294402
6047,CA,Merced County,2024,296774
6049,CA,Modoc County,2020,8677
6049,CA,Modoc County,2021,8640
6049,CA,Modoc County,2022,8625
6049,CA,Modoc County,2023,8566
6049,CA,Modoc County,2024,8491
6051,CA,Mono County,2020,13225
6051,CA,Mono County,2021,13263
6051,CA,Mono County,2022,13055
6051,CA,Mono County,2023,13207
6051,CA,Mono County,2024,12991
6053,CA,Monterey County,2020,440506
6053,CA,Monterey County,2021,439245
6053,CA,Monterey County,2022,436427
6053,CA,Monterey County,2023,435637
6053,CA,Monterey County,2024,436251
6055,CA,Napa County,2020,137465
6055,CA,Napa County,2021,136219
6055,CA,Napa County,2022,134492
6055,CA,Napa County,2023,133444
6055,CA,Napa County,2024,132727
6057,CA,Nevada County,2020,102267
6057,CA,Nevada County,2021,103499
6057,CA,Nevada County,2022,102356
6057,CA,Nevada County,2023,102086
6057,CA,Nevada County,2024,102195
6059,CA,Orange County,2020,1316181
6059,CA,Orange County,2021,1316181
6059,CA,Orange County,2022,1316181
6059,CA,Orange County,2023,1316181
6059,CA,Orange County,2024,1316181
6061,CA,Placer County,2020,405951
6061,CA,Placer County,2021,412968
6061,CA,Placer County,2022,418439
6061,CA,Placer County,2023,424599
6061,CA,Placer County,2024,433822
6063,CA,Plumas County,2020,19761
6063,CA,Plumas County,2021,19965
6063,CA,Plumas County,2022,19433
6063,CA,Plumas County,2023,19120
6063,CA,Plumas County,2024,18834
6065,CA,Riverside County,2020,1316181
6065,CA,Riverside County,2021,1316181
6065,CA,Riverside County,2022,1316181
6065,CA,Riverside County,2023,1316181
6065,CA,Riverside County,2024,1316181
6067,CA,Sacramento County,2020,1316181
6067,CA,Sacramento County,2021,1316181
6067,CA,Sacramento County,2022,1316181
6067,CA,Sacramento County,2023,1316181
6067,CA,Sacramento County,2024,1316181
6069,CA,San Benito County,2020,64533
6069,CA,San Benito County,2021,66703
6069,CA,San Benito County,2022,67715
6069,CA,San Benito County,2023,68341
6069,CA,San Benito County,2024,69159
6071,CA,San Bernardino County,2020,1316181
6071,CA,San Bernardino County,2021,1316181
6071,CA,San Bernardino County,2022,1316181
6071,CA,San Bernardino County,2023,1316181
6071,CA,San Bernardino County,2024,1316181
6073,CA,San Diego County,2020,1316181
6073,CA,San Diego County,2021,1316181
6073,CA,San Diego County,2022,1316181
6073,CA,San Diego County,2023,1316181
6073,CA,San Diego County,2024,1316181
6075,CA,San Francisco County,2020,874826
6075,CA,San Francisco County,2021,831085
6075,CA,San Francisco County,2022,814176
6075,CA,San Francisco County,2023,819151
6075,CA,San Francisco County,2024,827526
6077,CA,San Joaquin County,2020,780676
6077,CA,San Joaquin County,2021,788096
6077,CA,San Joaquin County,2022,795880
6077,CA,San Joaquin County,2023,805909
6077,CA,San Joaquin County,2024,816108
6079,CA,San Luis Obispo County,2020,281924
6079,CA,San Luis Obispo County,2021,279468
6079,CA,San Luis Obispo County,2022,282535
6079,CA,San Luis Obispo County,2023,282007
6079,CA,San Luis Obispo County,2024,281843
6081,CA,San Mateo County,2020,762727
6081,CA,San Mateo County,2021,739330
6081,CA,San Mateo County,2022,732485
6081,CA,San Mateo County,2023,734267
6081,CA,San Mateo County,2024,742893
6083,CA,Santa Barbara County,2020,448083
6083,CA,Santa Barbara County,2021,437117
6083,CA,Santa Barbara County,2022,445286
6083,CA,Santa Barbara County,2023,443521
6083,CA,Santa Barbara County,2024,444500
6085,CA,Santa Clara County,2020,1316181
6085,CA,Santa Clara County,2021,1316181
6085,CA,Santa Clara County,2022,1316181
6085,CA,Santa Clara County,2023,1316181
6085,CA,Santa Clara County,2024,1316181
6087,CA,Santa Cruz County,2020,271768
6087,CA,Santa Cruz County,2021,260904
6087,CA,Santa Cruz County,2022,265851
6087,CA,Santa Cruz County,2023,263699
6087,CA,Santa Cruz County,2024,262406
6089,CA,Shasta County,2020,182190
6089,CA,Shasta County,2021,182243
6089,CA,Shasta County,2022,180972
6089,CA,Shasta County,2023,180656
6089,CA,Shasta County,2024,181121
6091,CA,Sierra County,2020,3229
6091,CA,Sierra County,2021,3298
6091,CA,Sierra County,2022,3215
6091,CA,Sierra County,2023,3180
6091,CA,Sierra County,2024,3113
6093,CA,Siskiyou County,2020,43999
6093,CA,Siskiyou County,2021,44144
6093,CA,Siskiyou County,2022,43746
6093,CA,Siskiyou County,2023,42941
6093,CA,Siskiyou County,2024,42498
6095,CA,Solano County,2020,452887
6095,CA,Solano County,2021,450819
6095,CA,Solano County,2022,449724
6095,CA,Solano County,2023,451060
6095,CA,Solano County,2024,455101
6097,CA,Sonoma County,2020,488501
6097,CA,Sonoma County,2021,484561
6097,CA,Sonoma County,2022,483398
6097,CA,Sonoma County,2023,483366
6097,CA,Sonoma County,2024,485375
6099,CA,Stanislaus County,2020,553710
6099,CA,Stanislaus County,2021,552939
6099,CA,Stanislaus County,2022,552410
6099,CA,Stanislaus County,2023,553921
6099,CA,Stanislaus County,2024,556972
6101,CA,Sutter County,2020,99479
6101,CA,Sutter County,2021,99121
6101,CA,Sutter County,2022,98682
6101,CA,Sutter County,2023,98457
6101,CA,Sutter County,2024,98545
6103,CA,Tehama County,2020,65690
6103,CA,Tehama County,2021,65467
6103,CA,Tehama County,2022,65269
6103,CA,Tehama County,2023,64959
6103,CA,Tehama County,2024,64451
6105,CA,Trinity County,2020,16095
6105,CA,Trinity County,2021,16102
6105,CA,Trinity County,2022,15777
6105,CA,Trinity County,2023,15684
6105,CA,Trinity County,2024,15642
6107,CA,Tulare County,2020,473944
6107,CA,Tulare County,2021,476939
6107,CA,Tulare County,2022,478288
6107,CA,Tulare County,2023,480747
6107,CA,Tulare County,2024,483546
6109,CA,Tuolumne County,2020,55397
6109,CA,Tuolumne County,2021,55126
6109,CA,Tuolumne County,2022,53951
6109,CA,Tuolumne County,2023,54123
6109,CA,Tuolumne County,2024,53893
6111,CA,Ventura County,2020,843808
6111,CA,Ventura County,2021,840009
6111,CA,Ventura County,2022,835032
6111,CA,Ventura County,2023,833071
6111,CA,Ventura County,2024,835427
6113,CA,Yolo County,2020,217768
6113,CA,Yolo County,2021,213545
6113,CA,Yolo County,2022,223338
6113,CA,Yolo County,2023,222919
6113,CA,Yolo County,2024,225251
6115,CA,Yuba County,2020,82001
6115,CA,Yuba County,2021,83035
6115,CA,Yuba County,2022,84335
6115,CA,Yuba County,2023,85695
6115,CA,Yuba County,2024,87469
8001,CO,Adams County,2020,520517
8001,CO,Adams County,2021,523603
8001,CO,Adams County,2022,528356
8001,CO,Adams County,2023,535677
8001,CO,Adams County,2024,542973
8003,CO,Alamosa County,2020,16375
8003,CO,Alamosa County,2021,16578
8003,CO,Alamosa County,2022,16593
8003,CO,Alamosa County,2023,16668
8003,CO,Alamosa County,2024,16689
8005,CO,Arapahoe County,2020,655312
8005,CO,Arapahoe County,2021,656952
8005,CO,Arapahoe County,2022,658176
8005,CO,Arapahoe County,2023,661864
8005,CO,Arapahoe County,2024,666918
8007,CO,Archuleta County,2020,13425
8007,CO,Archuleta County,2021,13809
8007,CO,Archuleta County,2022,13987
8007,CO,Archuleta County,2023,14167
